id,location,location_area,seller_type,type,partitioning,comfort,price,rooms_count,useful_surface,built_surface,construction_year,real_estate_type,height_regime,level,max_level,kitchens_count,bathrooms_count,garages_count,parking_lots_count,balconies_count
10025,"Bucuresti, zona Crangasi",Crangasi,agency,apartament,decomandat,1,320,1,50,54,1985,bloc de apartamente,P+8E,1,8,1,1,,,1
10026,"Bucuresti, zona Tineretului",Tineretului,agency,apartament,decomandat,lux,650,2,60,107,2010,bloc de apartamente,P+23E,6,23,1,1,,1,1
10027,"Bucuresti, Sector 2, zona Polona",Polona,agency,apartament,decomandat,1,450,2,54,60,1984,bloc de apartamente,P+8E,2,8,1,1,,,1
10028,"Bucuresti, zona Mosilor",Mosilor,agency,apartament,decomandat,1,380,1,37,40,1990,bloc de apartamente,P+10E,5,10,,1,,,
10029,"Bucuresti, Sector 6, zona Drumul Taberei",Drumul Taberei,agency,apartament,semidecomandat,1,350,2,48,50,1962,bloc de apartamente,P+4E,1,4,1,1,,2,1
10030,"Bucuresti, zona Sisesti",Sisesti,agency,apartament,decomandat,1,700,3,86,96,,bloc de apartamente,P+6E,6,6,,1,,,
10101,"Bucuresti, zona Unirii",Unirii,agency,apartament,decomandat,1,600,2,57,65,2018,bloc de apartamente,P+6E,2,6,,1,1,1,1
10102,"Bucuresti, Sector 3, zona Unirii",Unirii,prepay,apartament,decomandat,1,625,4,92,115,1984,bloc de apartamente,P+8E,1,8,1,2,,,1
10103,"Bucuresti, zona Lujerului",Lujerului,agency,apartament,decomandat,lux,330,1,35,37,,bloc de apartamente,P+12E,11,12,,1,,,
10104,"Bucuresti, Sector 1, zona Victoriei",Victoriei,agency,apartament,semidecomandat,1,360,2,39,43,1984,bloc de apartamente,P+7E,5,7,1,1,,,1
10105,"Bucuresti, zona Dorobanti",Dorobanti,agency,apartament,decomandat,lux,1700,4,132,223,2008,bloc de apartamente,P+8E+M,7,8,1,3,,1,
10106,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,lux,1100,2,98,115,2006,bloc de apartamente,P+6E,1,6,1,2,,1,1
10107,"Bucuresti, zona Pipera",Pipera,agency,apartament,semidecomandat,1,590,2,55,64,2020,bloc de apartamente,P+5E,3,5,1,1,,1,1
10108,"Bucuresti, Sector 1, zona Kiseleff",Kiseleff,agency,apartament,semidecomandat,lux,1150,3,100,120,2008,bloc de apartamente,S+P+6E,3,6,1,3,1,1,1
10109,"Bucuresti, Sector 4, zona Oltenitei",Oltenitei,agency,apartament,decomandat,1,370,2,60,70,2010,bloc de apartamente,P+12E,10,12,1,1,,1,1
10110,"Bucuresti, zona Baicului",Baicului,agency,apartament,semidecomandat,1,300,2,55,68,,bloc de apartamente,P+2E,2,2,,1,,,
10111,"Bucuresti, zona Dorobanti",Dorobanti,agency,apartament,semidecomandat,1,400,2,55,60,1963,bloc de apartamente,P+8E,2,8,1,1,,,3
10112,"Bucuresti, zona Cismigiu",Cismigiu,agency,apartament,semidecomandat,1,440,2,50,60,,bloc de apartamente,P+2E,1,2,,1,,,
10113,"Bucuresti, Sector 1, zona Pipera",Pipera,agency,apartament,semidecomandat,1,450,3,63,90,2019,bloc de apartamente,P+6E,5,6,1,1,,,1
10114,"Bucuresti, Sector 1, zona Romana",Romana,agency,apartament,semidecomandat,1,390,3,59,65,1984,bloc de apartamente,P+8E,3,8,1,1,,,1
10115,"Bucuresti, zona Aviatiei",Aviatiei,agency,apartament,decomandat,lux,1100,2,66,76,2019,bloc de apartamente,P+11E,2,11,,1,,1,
10116,"Bucuresti, zona Grozavesti",Grozavesti,agency,apartament,decomandat,lux,525,2,75,,,bloc de apartamente,P+12E,9,12,,1,,,
10117,"Bucuresti, Sector 1, zona Baneasa",Baneasa,agency,apartament,semidecomandat,lux,630,2,65,,,bloc de apartamente,P+4E,3,4,1,1,,1,
10118,"Bucuresti, zona Baneasa",Baneasa,agency,apartament,decomandat,lux,2000,4,140,338,2008,bloc de apartamente,P+4E,4,4,1,2,1,2,
10119,"Bucuresti, Sector 6, zona Drumul Taberei",Drumul Taberei,agency,apartament,decomandat,1,280,2,60,90,,bloc de apartamente,P+8E,4,8,,1,,,
10120,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,lux,3500,5,283,401,2018,bloc de apartamente,P+11E,7,11,1,4,1,2,
10121,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,semidecomandat,lux,570,1,31,44,2019,bloc de apartamente,P+5E,2,5,,1,,2,1
10122,"Bucuresti, zona Sisesti",Sisesti,agency,apartament,semidecomandat,1,850,3,77,96,2019,bloc de apartamente,P+10E,7,10,,2,,,
10123,"Bucuresti, zona Berceni",Berceni,prepay,apartament,decomandat,1,340,2,56,,2018,bloc de apartamente,,2,,,,,,
10124,"Bucuresti, zona Parcul Carol",Parcul Carol,agency,apartament,decomandat,1,850,3,100,125,2008,bloc de apartamente,P+6E,2,6,1,2,1,1,3
10125,"Bucuresti, zona 1 Mai",1 Mai,agency,apartament,decomandat,1,300,1,42,,,bloc de apartamente,P+8E,8,8,,1,,,
10126,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,lux,3800,4,198,245,2015,bloc de apartamente,P+11E,2,11,1,4,,2,1
10127,"Bucuresti, Sector 1, zona Victoriei",Victoriei,agency,apartament,decomandat,1,500,1,50,50,1992,bloc de apartamente,P+11E,9,11,1,1,,,1
10128,"Bucuresti, Sector 2, zona Lacul Tei",Lacul Tei,agency,apartament,decomandat,1,270,1,42,45,1990,bloc de apartamente,P+4E,2,4,1,1,,,1
10129,"Bucuresti, Sector 3, zona Vitan Mall",Vitan Mall,agency,apartament,semidecomandat,1,490,2,60,73,1991,bloc de apartamente,S+P+4E,2,4,1,1,,1,1
10130,"Bucuresti, zona Victoriei",Victoriei,agency,apartament,,1,750,2,47,,2016,bloc de apartamente,P+8E,4,8,1,1,,1,
10201,"Bucuresti, zona Baneasa",Baneasa,agency,apartament,decomandat,lux,849,2,68,75,,bloc de apartamente,P+5E,4,5,,1,,,
10202,"Bucuresti, zona Floreasca",Floreasca,agency,apartament,decomandat,lux,6000,4,200,310,2019,bloc de apartamente,P+7E,6,7,1,3,,2,1
10203,"Bucuresti, zona Gara de Nord",Gara de Nord,agency,apartament,semidecomandat,1,450,2,55,59,1970,bloc de apartamente,P+9E,7,9,1,1,,,1
10204,"Bucuresti, zona Dorobanti",Dorobanti,agency,apartament,semidecomandat,lux,550,2,70,,1984,bloc de apartamente,P+4E,Parter,4,1,1,,,
10205,"Bucuresti, zona Alba Iulia",Alba Iulia,agency,apartament,decomandat,1,499,4,100,110,1993,bloc de apartamente,P+9E,7,9,1,2,,,2
10206,"Bucuresti, zona Brancoveanu",Brancoveanu,agency,apartament,decomandat,1,240,1,40,45,,bloc de apartamente,P+2E,1,2,,1,,,
10207,"Bucuresti, Sector 2, zona Stefan cel Mare",Stefan cel Mare,agency,apartament,decomandat,1,299,1,45,50,1987,bloc de apartamente,P+8E,3,8,1,1,,,1
10208,"Bucuresti, zona Vitan Mall",Vitan Mall,agency,apartament,decomandat,1,410,3,80,100,1990,bloc de apartamente,S+P+10E,7,10,1,2,,,1
10209,"Bucuresti, Sector 2, zona Romana",Romana,agency,apartament,decomandat,lux,1420,4,170,180,1984,bloc de apartamente,P+3E,1,3,1,2,1,,2
10210,"Bucuresti, zona Eroii Revolutiei",Eroii Revolutiei,agency,apartament,semidecomandat,1,350,2,50,50,1980,bloc de apartamente,P+4E,4,4,1,1,,,1
10211,"Bucuresti, zona Universitate",Universitate,agency,apartament,decomandat,1,440,2,60,68,1984,bloc de apartamente,P+6E,1,6,1,1,,,1
10212,"Bucuresti, Sector 3, zona Nerva Traian",Nerva Traian,agency,apartament,decomandat,1,500,3,78,86,1990,bloc de apartamente,P+8E,4,8,1,2,,1,1
10213,"Bucuresti, Sector 3, zona Dristor",Dristor,agency,apartament,decomandat,1,540,2,65,94,,bloc de apartamente,P+5E,1,5,1,1,,,1
10214,"Bucuresti, Sector 3, zona Vitan Mall",Vitan Mall,agency,apartament,decomandat,lux,550,2,65,76,1995,bloc de apartamente,P+8E,2,8,1,1,,1,1
10215,"Bucuresti, zona Floreasca",Floreasca,agency,apartament,decomandat,lux,1000,4,150,165,1950,bloc de apartamente,P+3E,2,3,1,2,,,1
10216,"Bucuresti, zona Floreasca",Floreasca,prepay,apartament,semidecomandat,lux,975,4,122,,1984,bloc de apartamente,P+3E,3,3,,2,,,
10217,"Bucuresti, zona Floreasca",Floreasca,agency,apartament,semidecomandat,lux,800,2,80,95,2000,bloc de apartamente,P+4E,3,4,,1,,,1
10218,"Bucuresti, Sector 5, zona Panduri",Panduri,agency,apartament,semidecomandat,1,250,2,50,55,1993,bloc de apartamente,P+8E,3,8,1,1,,,1
10219,"Bucuresti, zona 1 Decembrie 1918",1 Decembrie 1918,agency,apartament,decomandat,1,380,1,40,45,,bloc de apartamente,P+2E,Parter,2,,1,,,
10220,"Bucuresti, Sector 4, zona Metalurgiei",Metalurgiei,agency,apartament,decomandat,1,329,2,57,60,2019,bloc de apartamente,S+P+5E,2,5,1,1,,,1
10221,"Bucuresti, Sector 3, zona Dristor",Dristor,agency,apartament,semidecomandat,1,330,1,40,44,1984,bloc de apartamente,P+8E,6,8,1,1,,,1
10222,"Bucuresti, Sector 1, zona Victoriei",Victoriei,agency,apartament,decomandat,1,385,2,50,54,,bloc de apartamente,P+7E,3,7,1,1,,,2
10223,"Bucuresti, zona Lujerului",Lujerului,agency,apartament,decomandat,lux,350,1,38,42,2020,bloc de apartamente,P+11E,1,11,1,1,,,1
10224,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,lux,1990,4,90,122,2019,bloc de apartamente,D+P+10E,5,10,1,3,1,1,
10225,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,semidecomandat,lux,1900,3,141,180,2009,bloc de apartamente,P+6E,2,6,1,2,,1,
10226,"Bucuresti, zona Dorobanti",Dorobanti,agency,apartament,decomandat,lux,1200,3,120,140,2010,bloc de apartamente,P+5E,4,5,1,2,1,,2
10227,"Bucuresti, zona Romana",Romana,agency,apartament,decomandat,1,350,1,24,32,1939,bloc de apartamente,P+7E,7,7,1,1,,,1
10228,"Bucuresti, zona Barbu Vacarescu",Barbu Vacarescu,agency,apartament,semidecomandat,1,740,2,70,,2018,bloc de apartamente,S+P+10E,2,10,1,1,1,,1
10229,"Bucuresti, Sector 2, zona Iancului",Iancului,agency,apartament,decomandat,1,590,4,100,110,1984,bloc de apartamente,P+7E,2,7,1,1,1,,3
10230,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,semidecomandat,lux,950,2,70,90,2008,bloc de apartamente,P+5E,2,5,1,1,1,,
10304,"Bucuresti, Sector 5, zona 13 Septembrie",13 Septembrie,agency,apartament,semidecomandat,1,300,1,30,35,1990,bloc de apartamente,P+8E,1,8,1,1,,,1
10305,"Bucuresti, zona Grozavesti",Grozavesti,agency,apartament,,1,550,2,55,60,2019,bloc de apartamente,P+12E,10,12,1,1,,1,1
10306,"Bucuresti, Sector 6, zona Drumul Taberei",Drumul Taberei,agency,apartament,decomandat,lux,340,2,80,80,2008,bloc de apartamente,D+P+3E,Parter,3,1,1,,1,2
10307,"Bucuresti, Sector 1, zona Sisesti",Sisesti,agency,apartament,decomandat,1,600,3,95,106,2019,bloc de apartamente,D+P+4E,2,4,1,2,1,1,1
10308,"Bucuresti, Sector 4, zona Tineretului",Tineretului,agency,apartament,decomandat,1,400,2,50,54,,bloc de apartamente,S+P+8E,2,8,,1,,,
10309,"Bucuresti, zona Pipera",Pipera,agency,apartament,,,1200,3,87,103,2019,bloc de apartamente,P+9E,9,9,1,2,,2,
10310,"Bucuresti, zona Drumul Taberei",Drumul Taberei,agency,apartament,semidecomandat,1,350,3,68,78,1979,bloc de apartamente,P+4E,4,4,1,1,,1,1
10311,"Bucuresti, zona Politehnica",Politehnica,agency,apartament,decomandat,1,350,1,42,46,,bloc de apartamente,P+11E,3,11,,1,,,
10312,"Bucuresti, zona Ultracentral",Ultracentral,agency,apartament,semidecomandat,lux,380,2,75,80,,bloc de apartamente,P+10E,1,10,1,1,,,1
10313,"Bucuresti, Sector 6, zona Militari",Militari,agency,apartament,decomandat,1,225,1,29,35,1979,bloc de apartamente,P+4E,4,4,1,1,,,
10314,"Bucuresti, Sector 3, zona P-ta Muncii",P-ta Muncii,agency,apartament,decomandat,lux,450,2,56,65,,bloc de apartamente,,1,,,1,,,
10315,"Bucuresti, Sector 5, zona Eroii Revolutiei",Eroii Revolutiei,agency,apartament,decomandat,1,300,2,50,50,1963,bloc de apartamente,P+7E,1,7,1,1,,,1
10316,"Bucuresti, Sector 1, zona Soseaua Nordului",Soseaua Nordului,agency,apartament,decomandat,1,740,2,86,101,2011,bloc de apartamente,S+P+5E,3,5,1,1,1,1,1
10317,"Bucuresti, zona Romana",Romana,agency,apartament,semidecomandat,1,700,3,77,82,1929,bloc de apartamente,D+P+3E+M,1,3,1,2,,,1
10318,"Bucuresti, Sector 6, zona Lujerului",Lujerului,agency,apartament,decomandat,1,300,1,40,45,1984,bloc de apartamente,S+P+8E,2,8,1,1,,,1
10319,"Bucuresti, zona Aviatiei",Aviatiei,agency,apartament,decomandat,1,1950,4,120,140,2018,bloc de apartamente,P+11E,Parter,11,1,3,,,2
10320,"Bucuresti, Sector 1, zona Arcul de Triumf",Arcul de Triumf,agency,apartament,decomandat,1,300,2,54,56,1969,bloc de apartamente,P+6E,1,6,1,1,,,
10321,"Bucuresti, zona P-ta Romana",P-ta Romana,agency,apartament,semidecomandat,1,340,1,30,33,,bloc de apartamente,P+8E,1,8,,1,,,
10322,"Bucuresti, zona Baneasa",Baneasa,agency,apartament,decomandat,lux,900,3,100,140,2012,bloc de apartamente,P+2E,1,2,1,3,,1,2
10323,"Bucuresti, Sector 3, zona Decebal",Decebal,agency,apartament,decomandat,1,550,3,75,80,1995,bloc de apartamente,P+7E,5,7,1,2,,,1
10324,"Bucuresti, zona Central",Central,agency,apartament,circular,1,550,2,58,64,1955,bloc de apartamente,P+7E,1,7,1,1,,,1
10325,"Bucuresti, Sector 1, zona Baneasa",Baneasa,agency,apartament,decomandat,lux,640,3,72,85,2016,bloc de apartamente,P+5E,3,5,1,2,,1,1
10326,"Bucuresti, zona Tei",Tei,agency,apartament,decomandat,1,700,3,55,70,2019,casa/vila,P+3E,2,3,,2,,,
10327,"Bucuresti, zona Grozavesti",Grozavesti,agency,apartament,decomandat,1,400,1,40,53,2019,bloc de apartamente,P+11E,4,11,1,1,,1,1
10328,"Bucuresti, zona Drumul Taberei",Drumul Taberei,agency,apartament,semidecomandat,1,350,3,75,85,,bloc de apartamente,P+10E,5,10,,1,,,2
10329,"Bucuresti, zona Lacul Tei",Lacul Tei,agency,apartament,,lux,1500,4,106,,2018,bloc de apartamente,S+P,4,,1,2,2,,1
10330,"Bucuresti, zona Ferdinand",Ferdinand,agency,apartament,decomandat,1,500,2,57,67,2010,bloc de apartamente,P+11E,8,11,,1,,1,
10401,"Bucuresti, zona P-ta Muncii",P-ta Muncii,agency,apartament,decomandat,1,300,1,42,42,1994,bloc de apartamente,P+10E,1,10,1,1,,1,1
10402,"Bucuresti, zona Herastrau",Herastrau,prepay,apartament,semidecomandat,lux,850,2,65,,2009,bloc de apartamente,P+7E,2,7,,,,,
10403,"Bucuresti, zona Titan",Titan,agency,apartament,semidecomandat,1,420,3,70,,,bloc de apartamente,P+9E,6,9,1,1,,,1
10404,"Bucuresti, zona Stefan cel Mare",Stefan cel Mare,prepay,apartament,semidecomandat,1,370,2,60,,1984,bloc de apartamente,P+10E,6,10,,,,,
10405,"Bucuresti, Sector 4, zona Tineretului",Tineretului,agency,apartament,semidecomandat,lux,399,1,42,50,2019,bloc de apartamente,P+11E,4,11,1,1,,,1
10406,"Bucuresti, zona Tineretului",Tineretului,agency,apartament,decomandat,1,355,1,39,42,1988,bloc de apartamente,P+8E,1,8,1,1,,,1
10407,"Bucuresti, zona Crangasi",Crangasi,agency,apartament,decomandat,1,350,2,53,,,bloc de apartamente,P+8E,2,8,,1,,,
10408,"Bucuresti, zona Grozavesti",Grozavesti,agency,apartament,decomandat,1,500,2,50,55,2019,bloc de apartamente,P+11E,10,11,1,1,,1,1
10409,"Bucuresti, zona Aviatiei",Aviatiei,agency,apartament,semidecomandat,1,600,3,83,105,1987,bloc de apartamente,P+4E,1,4,1,1,,1,2
10410,"Bucuresti, Sector 1, zona Primaverii",Primaverii,agency,apartament,decomandat,lux,2700,5,180,360,2007,bloc de apartamente,S+P+6E,4,6,1,4,1,,3
10411,"Bucuresti, Sector 6, zona Drumul Taberei",Drumul Taberei,agency,apartament,semidecomandat,1,351,3,62,75,1976,bloc de apartamente,P+4E,3,4,1,1,,1,1
10412,"Bucuresti, zona Domenii",Domenii,agency,apartament,semidecomandat,1,550,2,56,60,2015,bloc de apartamente,P+3E,2,3,1,1,,,
10413,"Bucuresti, zona Turda",Turda,prepay,apartament,vagon,1,300,2,40,,1984,casa/vila,,Parter,,,,,,
10414,"Bucuresti, zona Turda",Turda,agency,apartament,semidecomandat,1,230,1,32,40,1980,bloc de apartamente,P+10E,2,10,1,1,,,1
10415,"Bucuresti, zona Calea Calarasilor",Calea Calarasilor,agency,apartament,decomandat,1,450,2,64,68,,bloc de apartamente,P+8E,1,8,,1,,,
10416,"Bucuresti, Sector 3, zona Unirii",Unirii,agency,apartament,decomandat,1,750,4,100,130,1994,bloc de apartamente,S+P+8E,2,8,1,2,,,3
10417,"Bucuresti, zona Domenii",Domenii,prepay,apartament,decomandat,,420,2,53,,1984,bloc de apartamente,,2,,,,,,
10418,"Bucuresti, Sector 1, zona Sisesti",Sisesti,agency,apartament,decomandat,1,500,3,84,100,2015,bloc de apartamente,S+P+4E,4,4,1,2,,1,1
10419,"Bucuresti, Sector 6, zona Est",Est,agency,apartament,decomandat,lux,350,1,35,40,,bloc de apartamente,P+11E,5,11,1,1,,1,1
10420,"Bucuresti, zona Grozavesti",Grozavesti,agency,apartament,decomandat,lux,499,2,56,61,2019,bloc de apartamente,P+12E,8,12,1,1,,,1
10421,"Bucuresti, zona Obor",Obor,agency,apartament,decomandat,1,308,1,38,42,1982,bloc de apartamente,P+10E,2,10,1,1,,,1
10422,"Bucuresti, Sector 6, zona Regie",Regie,agency,apartament,decomandat,lux,490,2,50,64,,bloc de apartamente,P+11E,7,11,1,1,,1,1
10423,"Bucuresti, zona Baneasa",Baneasa,agency,apartament,decomandat,1,450,2,65,83,2008,bloc de apartamente,P+3E,3,3,1,1,,1,
10424,"Bucuresti, zona P-ta Dorobanti",P-ta Dorobanti,agency,apartament,semidecomandat,lux,750,3,67,80,1941,casa/vila,P+1E,1,1,1,1,,1,1
10425,"Bucuresti, zona Pipera",Pipera,agency,apartament,semidecomandat,lux,700,3,95,146,,bloc de apartamente,P+8E,2,8,,2,,,
10426,"Bucuresti, zona Universitate",Universitate,agency,apartament,semidecomandat,1,350,2,45,50,1960,bloc de apartamente,P+8E,4,8,1,1,,,
10427,"Bucuresti, zona Aviatiei",Aviatiei,agency,apartament,decomandat,1,460,1,50,55,,bloc de apartamente,P+10E,1,10,,1,,,
10428,"Bucuresti, Sector 6, zona Drumul Taberei",Drumul Taberei,agency,apartament,decomandat,1,325,2,50,54,1984,bloc de apartamente,P+4E,2,4,1,1,,,1
10429,"Bucuresti, zona Aviatiei",Aviatiei,agency,apartament,decomandat,1,699,2,57,65,2020,bloc de apartamente,S+P+10E,7,10,1,1,1,,1
10430,"Bucuresti, zona Unirii",Unirii,agency,apartament,semidecomandat,lux,650,2,58,65,2020,bloc de apartamente,P+3E,1,3,,1,,,
10501,"Bucuresti, zona Parcul Carol",Parcul Carol,agency,apartament,decomandat,lux,725,3,90,120,2014,bloc de apartamente,S+P+6E,5,6,1,2,1,1,2
10502,"Bucuresti, zona Lujerului",Lujerului,agency,apartament,decomandat,1,430,2,60,62,,bloc de apartamente,P+12E,11,12,,1,,,
10503,"Bucuresti, zona P-ta Victoriei",P-ta Victoriei,agency,apartament,decomandat,lux,577,2,65,70,1990,bloc de apartamente,P+4E,1,4,1,1,,,
10504,"Bucuresti, zona Drumul Taberei",Drumul Taberei,agency,apartament,semidecomandat,lux,350,1,40,42,,bloc de apartamente,P+9E,7,9,1,1,,,1
10505,"Bucuresti, Sector 3, zona Dristor",Dristor,agency,apartament,semidecomandat,1,200,1,28,28,1984,bloc de apartamente,P+8E,5,8,1,1,,,1
10506,"Bucuresti, zona Victoriei",Victoriei,prepay,apartament,semidecomandat,1,900,4,93,,1984,bloc de apartamente,P+2E,1,2,,2,,,
10507,"Bucuresti, Sector 3, zona Titan",Titan,agency,apartament,decomandat,1,370,2,55,60,,bloc de apartamente,P+10E,6,10,1,1,,1,1
10508,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,lux,1800,4,140,210,2007,bloc de apartamente,P+6E,5,6,1,3,,1,2
10509,"Bucuresti, zona Aparatorii Patriei",Aparatorii Patriei,agency,apartament,decomandat,1,330,2,65,72,,bloc de apartamente,P+5E,2,5,,1,,,
10510,"Bucuresti, zona Pipera",Pipera,agency,apartament,semidecomandat,lux,800,4,135,170,2008,bloc de apartamente,P+7E,5,7,1,2,,,1
10511,"Bucuresti, Sector 4, zona Unirii",Unirii,agency,apartament,decomandat,1,675,3,86,90,1984,bloc de apartamente,P+8E,5,8,1,2,,,1
10512,"Bucuresti, Sector 5, zona Cotroceni",Cotroceni,agency,apartament,decomandat,lux,680,3,80,85,2018,bloc de apartamente,P+9E,6,9,1,2,1,1,1
10513,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,lux,2600,5,190,215,2015,bloc de apartamente,P+5E,4,5,,4,,2,
10514,"Bucuresti, zona Vitan Mall",Vitan Mall,agency,apartament,decomandat,1,500,2,50,50,2017,bloc de apartamente,P+6E,4,6,1,1,,,1
10515,"Bucuresti, Sector 1, zona Romana",Romana,agency,apartament,semidecomandat,1,330,1,25,28,1984,bloc de apartamente,P+3E,Demisol,3,1,1,,,
10516,"Bucuresti, zona Lujerului",Lujerului,prepay,apartament,decomandat,1,400,1,36,,2018,bloc de apartamente,P+12E,10,12,,,,,
10517,"Bucuresti, zona Titan",Titan,prepay,apartament,semidecomandat,1,350,3,65,,1984,bloc de apartamente,P+4E,2,4,,1,,,
10518,"Bucuresti, zona Nicolae Grigorescu",Nicolae Grigorescu,prepay,apartament,decomandat,1,270,1,32,,1984,,P+10E,7,10,,,,,
10519,"Bucuresti, Sector 1, zona Titulescu",Titulescu,agency,apartament,decomandat,lux,500,2,60,70,2019,bloc de apartamente,P+8E,4,8,1,1,,1,1
10520,"Bucuresti, Sector 1, zona Cismigiu",Cismigiu,agency,apartament,decomandat,lux,700,2,73,90,2008,bloc de apartamente,P+3E,Parter,3,1,1,,,
10521,"Bucuresti, zona Militari",Militari,agency,apartament,decomandat,1,550,3,78,85,,bloc de apartamente,P+8E,6,8,,1,,,
10522,"Bucuresti, zona Drumul Taberei",Drumul Taberei,agency,apartament,decomandat,1,480,2,59,63,2019,bloc de apartamente,P+10E,6,10,1,1,,1,1
10523,"Bucuresti, Sector 6, zona Grozavesti",Grozavesti,agency,apartament,decomandat,lux,390,1,45,47,1984,bloc de apartamente,S+P+11E,8,11,1,1,,,1
10524,"Bucuresti, Sector 4, zona Tineretului",Tineretului,agency,apartament,decomandat,1,450,3,70,76,1992,bloc de apartamente,P+9E,8,9,1,1,,,1
10525,"Bucuresti, Sector 1, zona 1 Mai",1 Mai,agency,apartament,decomandat,1,500,2,62,64,2007,bloc de apartamente,P+3E,2,3,1,1,,,1
10526,"Bucuresti, zona Militari",Militari,agency,apartament,decomandat,1,280,2,56,66,,bloc de apartamente,P+10E,9,10,,1,,,
10527,"Bucuresti, zona Grozavesti",Grozavesti,agency,apartament,decomandat,1,500,2,60,65,2013,bloc de apartamente,P+4E,1,4,1,1,,,
10528,"Bucuresti, zona Tei",Tei,agency,apartament,semidecomandat,1,400,2,51,51,1977,bloc de apartamente,P+10E,Parter,10,,1,,,
10529,"Bucuresti, zona Lujerului",Lujerului,agency,apartament,decomandat,lux,350,1,40,45,2019,bloc de apartamente,P+12E,6,12,1,1,,,1
10530,"Bucuresti, zona Iancului",Iancului,agency,apartament,semidecomandat,1,280,1,32,32,1978,bloc de apartamente,P+10E,5,10,1,1,,,1
10601,"Bucuresti, Sector 3, zona Mihai Bravu",Mihai Bravu,agency,apartament,decomandat,1,570,2,74,100,2018,bloc de apartamente,P+10E,10,10,1,2,,1,1
10602,"Bucuresti, zona Politehnica",Politehnica,agency,apartament,decomandat,lux,450,2,56,65,2018,bloc de apartamente,P+11E,4,11,,1,,,
10603,"Bucuresti, Sector 3, zona Unirii",Unirii,agency,apartament,semidecomandat,1,449,2,50,55,,bloc de apartamente,P+7E,5,7,1,1,,,1
10604,"Bucuresti, zona Brancoveanu",Brancoveanu,prepay,apartament,semidecomandat,1,310,2,63,63,1984,bloc de apartamente,P+10E,7,10,1,1,,,1
10605,"Bucuresti, Sector 1, zona Dorobanti",Dorobanti,agency,apartament,semidecomandat,lux,825,3,123,162,2007,bloc de apartamente,S+P+5E,Parter,5,1,1,1,1,1
10606,"Bucuresti, zona P-ta Victoriei",P-ta Victoriei,prepay,apartament,semidecomandat,1,450,2,43,,2014,bloc de apartamente,P+6E,5,6,,,,,
10607,"Bucuresti, zona Pipera",Pipera,agency,apartament,decomandat,lux,789,3,62,70,,bloc de apartamente,P+3E,2,3,,1,,,
10608,"Bucuresti, zona Lujerului",Lujerului,agency,apartament,decomandat,1,350,1,39,44,2019,bloc de apartamente,P+12E,10,12,1,1,,,1
10609,"Bucuresti, Sector 1, zona Nordului",Nordului,agency,apartament,decomandat,lux,3800,4,235,300,2006,bloc de apartamente,S+P+6E,2,6,1,4,1,2,2
10610,"Bucuresti, zona Romana",Romana,agency,apartament,semidecomandat,1,300,1,30,35,1945,bloc de apartamente,P+8E,5,8,1,1,,,
10611,"Bucuresti, Sector 1, zona Aviatiei",Aviatiei,agency,apartament,decomandat,1,470,2,64,72,1987,bloc de apartamente,S+P+4E,3,4,1,1,,,1
10612,"Bucuresti, zona Universitate",Universitate,agency,apartament,decomandat,1,2700,5,160,180,,bloc de apartamente,P+4E,3,4,1,1,,,2
10613,"Bucuresti, zona Primaverii",Primaverii,agency,apartament,decomandat,lux,1100,3,105,120,2000,bloc de apartamente,P+3E,Parter,3,1,2,,,
10614,"Bucuresti, zona Fundeni",Fundeni,agency,apartament,semidecomandat,1,500,3,65,,,bloc de apartamente,P+12E,9,12,,2,,,2
10615,"Bucuresti, zona P-ta Universitatii",P-ta Universitatii,agency,apartament,decomandat,1,500,3,74,85,,bloc de apartamente,P+8E,5,8,,2,,,
10616,"Bucuresti, Sector 2, zona Barbu Vacarescu",Barbu Vacarescu,agency,apartament,semidecomandat,lux,500,2,45,,2019,bloc de apartamente,S+P+11E,1,11,1,1,,1,1
10617,"Bucuresti, Sector 1, zona Beller",Beller,agency,apartament,decomandat,1,440,2,55,58,1984,bloc de apartamente,P+3E,2,3,1,1,,,2
10618,"Bucuresti, Sector 3, zona Vitan Mall",Vitan Mall,agency,apartament,decomandat,1,400,3,76,86,1988,bloc de apartamente,P+8E,3,8,1,2,,,1
10619,"Bucuresti, zona Drumul Taberei",Drumul Taberei,agency,apartament,semidecomandat,1,300,2,50,56,1975,bloc de apartamente,P+9E,3,9,,1,,,
10620,"Bucuresti, zona P-ta Muncii",P-ta Muncii,agency,apartament,decomandat,,257,1,42,45,1986,bloc de apartamente,P+10E,8,10,1,1,,,1
10621,"Bucuresti, Sector 1, zona Primaverii",Primaverii,agency,apartament,decomandat,lux,749,2,50,60,,bloc de apartamente,P+6E,3,6,,1,,,
