id,location,location_area,seller_type,type,partitioning,comfort,price,rooms_count,useful_surface,built_surface,construction_year,real_estate_type,height_regime,level,max_level,kitchens_count,bathrooms_count,garages_count,parking_lots_count,balconies_count
30215,"Bucuresti, Sector 6, zona Lujerului",Lujerului,agency,apartament,decomandat,lux,399,1,42,47,2018,bloc de apartamente,P+7E,4,7,1,1,,,1
30217,"Bucuresti, Sector 2, zona Barbu Vacarescu",Barbu Vacarescu,agency,apartament,semidecomandat,lux,890,2,80,87,,bloc de apartamente,P+10E,5,10,,1,,,
30218,"Bucuresti, zona Turda",Turda,agency,apartament,decomandat,1,650,3,106,110,,bloc de apartamente,P+5E,5,5,,1,,,
30219,"Bucuresti, zona Obor",Obor,agency,apartament,semidecomandat,1,400,3,65,65,1970,bloc de apartamente,P+10E,3,10,1,1,,,1
30220,"Bucuresti, zona Mosilor",Mosilor,agency,apartament,semidecomandat,1,400,2,40,40,1980,bloc de apartamente,P+10E,2,10,1,1,,,1
30221,"Bucuresti, Sector 3, zona Dristor",Dristor,agency,apartament,decomandat,1,340,2,57,57,1982,bloc de apartamente,P+8E,5,8,,1,,,
30222,"Bucuresti, zona Titan",Titan,agency,apartament,decomandat,1,350,2,43,47,,bloc de apartamente,P+10E,3,10,1,1,,,1
30223,"Bucuresti, zona Cosbuc",Cosbuc,agency,apartament,,1,300,2,55,60,,casa/vila,,Parter,,,1,,,
30224,"Bucuresti, zona Berceni",Berceni,agency,apartament,decomandat,lux,430,2,61,75,2018,bloc de apartamente,P+9E,2,9,,1,,,
30225,"Bucuresti, zona Amzei",Amzei,agency,apartament,decomandat,1,450,2,55,60,1960,bloc de apartamente,P+7E,4,7,1,1,,,
30226,"Bucuresti, zona Drumul Taberei",Drumul Taberei,agency,apartament,semidecomandat,1,350,2,54,68,,bloc de apartamente,P+4E,2,4,,1,,,
30227,"Bucuresti, Sector 1, zona Aviatiei",Aviatiei,agency,apartament,decomandat,lux,670,3,78,87,2017,bloc de apartamente,P+8E,2,8,1,2,,,1
30228,"Bucuresti, Sector 4, zona Unirii",Unirii,agency,apartament,decomandat,lux,450,2,75,80,1990,bloc de apartamente,S+P+8E+M,2,8,1,1,1,1,3
30229,"Bucuresti, Sector 1, zona Herastrau",Herastrau,agency,apartament,decomandat,lux,770,2,76,95,2016,bloc de apartamente,P+12E,4,12,1,2,1,1,1
30230,"Bucuresti, zona Baneasa",Baneasa,agency,apartament,semidecomandat,1,500,3,70,70,2010,bloc de apartamente,P+3E,1,3,1,1,,,1
30301,"Bucuresti, zona Vitan",Vitan,agency,apartament,decomandat,1,340,2,65,70,,bloc de apartamente,P+8E,Parter,8,,1,,,
30302,"Bucuresti, zona Titan",Titan,agency,apartament,decomandat,1,450,2,60,70,,bloc de apartamente,P+4E,Parter,4,,1,,,
30303,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,1,2050,3,135,180,,bloc de apartamente,P+6E,4,6,,3,,,
30304,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,1,800,2,50,55,2018,bloc de apartamente,P+10E,5,10,1,1,,1,1
30305,"Bucuresti, zona Oltenitei",Oltenitei,agency,apartament,decomandat,1,370,2,51,60,1977,bloc de apartamente,P+8E,6,8,1,1,,1,1
30306,"Bucuresti, zona Mosilor",Mosilor,agency,apartament,semidecomandat,1,450,2,65,72,,bloc de apartamente,P+10E,4,10,,1,,1,
30307,"Bucuresti, Sector 3, zona Decebal",Decebal,agency,apartament,decomandat,1,600,3,71,200,2014,bloc de apartamente,P+4E,4,4,1,2,,1,1
30308,"Bucuresti, Sector 2, zona Basarabia",Basarabia,agency,apartament,semidecomandat,1,350,3,65,,1984,bloc de apartamente,P+6E,4,6,1,1,,,
30309,"Bucuresti, zona 13 Septembrie",13 Septembrie,agency,apartament,decomandat,1,550,3,70,70,2016,bloc de apartamente,P+8E,1,8,1,1,,,1
30310,"Bucuresti, zona Bucurestii Noi",Bucurestii Noi,agency,apartament,semidecomandat,1,650,3,86,90,,bloc de apartamente,P+3E,Parter,3,,2,,,
30311,"Bucuresti, zona Unirii",Unirii,agency,apartament,decomandat,1,1200,4,140,145,1938,bloc de apartamente,P+3E+M,1,3,1,2,,,1
30312,"Bucuresti, zona Cismigiu",Cismigiu,agency,apartament,semidecomandat,1,320,1,30,35,1960,bloc de apartamente,P+6E,2,6,1,1,,,1
30314,"Bucuresti, zona Barbu Vacarescu",Barbu Vacarescu,agency,apartament,semidecomandat,lux,600,2,55,65,2015,bloc de apartamente,P+6E,5,6,1,1,,1,1
30315,"Bucuresti, Sector 3, zona Titan",Titan,agency,apartament,decomandat,1,320,2,54,54,,bloc de apartamente,P+10E,6,10,1,1,,,1
30316,"Bucuresti, zona P-ta Romana",P-ta Romana,agency,apartament,decomandat,1,480,2,70,85,1960,casa/vila,P+4E,Parter,4,,2,,,
30317,"Bucuresti, Sector 1, zona Aviatiei",Aviatiei,agency,apartament,decomandat,lux,800,2,72,81,2016,bloc de apartamente,P+9E,6,9,1,1,,1,1
30318,"Bucuresti, zona Militari",Militari,agency,apartament,decomandat,1,270,1,35,40,2019,bloc de apartamente,P+8E,6,8,1,1,,,1
30319,"Bucuresti, zona Unirii",Unirii,agency,apartament,decomandat,1,599,3,74,84,1985,bloc de apartamente,P+7E,3,7,1,1,,,3
30320,"Bucuresti, zona P-ta Unirii",P-ta Unirii,agency,apartament,semidecomandat,lux,570,2,58,66,,bloc de apartamente,P+8E,4,8,,1,,,
30321,"Bucuresti, zona Bucurestii Noi",Bucurestii Noi,agency,apartament,decomandat,1,399,2,60,63,2015,bloc de apartamente,P+4E,1,4,1,1,,,1
30322,"Bucuresti, zona Margeanului",Margeanului,agency,apartament,decomandat,,300,2,55,55,,bloc de apartamente,P+8E,4,8,,1,,,1
30323,"Bucuresti, zona Aviatiei",Aviatiei,agency,apartament,semidecomandat,1,480,2,65,73,,bloc de apartamente,P+4E,3,4,,1,,,
30324,"Bucuresti, zona Tineretului",Tineretului,agency,apartament,decomandat,1,500,3,72,85,1985,bloc de apartamente,P+8E,2,8,1,1,,,1
30325,"Bucuresti, zona Berceni",Berceni,agency,apartament,decomandat,1,270,1,33,33,1976,bloc de apartamente,P+4E,3,4,1,1,,,
30326,"Bucuresti, zona Domenii",Domenii,agency,apartament,semidecomandat,lux,750,3,77,114,,bloc de apartamente,P+3E,3,3,,2,,,
30327,"Bucuresti, Sector 1, zona Primaverii",Primaverii,agency,apartament,semidecomandat,1,999,4,127,140,1996,bloc de apartamente,P+4E,2,4,1,2,,,2
30328,"Bucuresti, zona Romana",Romana,agency,apartament,decomandat,1,280,1,21,21,,bloc de apartamente,P+8E,8,8,1,1,,,
30329,"Bucuresti, zona Unirii",Unirii,agency,apartament,decomandat,lux,380,2,70,,1984,bloc de apartamente,P+8E,5,8,1,1,,,
30330,"Bucuresti, Sector 2, zona Iancului",Iancului,agency,apartament,decomandat,1,250,1,40,42,1984,bloc de apartamente,P+8E,3,8,1,1,,,1
30401,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,lux,3600,5,223,280,2010,bloc de apartamente,P+5E,5,5,,3,,,
30402,"Bucuresti, zona Unirii",Unirii,agency,apartament,decomandat,1,820,3,110,110,1992,bloc de apartamente,P+10E,6,10,,2,,1,1
30403,"Bucuresti, zona Iancu Nicolae",Iancu Nicolae,agency,apartament,decomandat,lux,1250,3,110,120,2013,bloc de apartamente,P+3E,1,3,1,3,1,,
30404,"Bucuresti, zona Grivita",Grivita,agency,apartament,decomandat,1,360,1,35,36,1975,bloc de apartamente,P+6E,4,6,1,1,,,
30405,"Bucuresti, zona Tei",Tei,agency,apartament,semidecomandat,1,450,2,64,64,2010,bloc de apartamente,P+5E,3,5,1,1,,,1
30406,"Bucuresti, zona Politehnica",Politehnica,agency,apartament,decomandat,lux,520,2,52,56,2019,bloc de apartamente,P+11E,10,11,1,1,1,,1
30407,"Bucuresti, zona 13 Septembrie",13 Septembrie,agency,apartament,decomandat,1,349,2,60,64,1988,bloc de apartamente,P+8E,Parter,8,1,1,,1,1
30408,"Bucuresti, zona Banu Manta",Banu Manta,agency,apartament,semidecomandat,lux,680,2,54,83,2017,bloc de apartamente,P+8E,Parter,8,1,1,,1,1
30409,"Bucuresti, zona Octavian Goga",Octavian Goga,agency,apartament,decomandat,1,469,2,50,52,1995,bloc de apartamente,P+10E,9,10,1,1,,1,1
30410,"Bucuresti, zona Primaverii",Primaverii,agency,apartament,decomandat,1,1500,3,140,168,2008,bloc de apartamente,D+P+5E,3,5,1,2,,,
30411,"Bucuresti, zona Decebal",Decebal,agency,apartament,decomandat,lux,1000,3,90,95,1992,bloc de apartamente,P+8E,3,8,1,2,,,1
30412,"Bucuresti, zona Titan",Titan,agency,apartament,decomandat,1,300,2,45,45,,bloc de apartamente,P+10E,7,10,1,1,,,1
30413,"Bucuresti, zona Calea Calarasilor",Calea Calarasilor,agency,apartament,semidecomandat,1,400,2,42,47,2017,bloc de apartamente,P+5E,3,5,1,1,,,1
30414,"Bucuresti, zona Mosilor",Mosilor,agency,apartament,decomandat,1,385,2,58,58,,bloc de apartamente,P+8E,6,8,,1,,,1
30415,"Bucuresti, zona Politehnica",Politehnica,agency,apartament,decomandat,1,550,3,70,75,1985,bloc de apartamente,P+8E,1,8,1,1,,1,1
30416,"Bucuresti, Sector 1, zona Aviatiei",Aviatiei,agency,apartament,decomandat,1,650,2,54,68,2019,bloc de apartamente,P+10E,2,10,1,2,,,
30417,"Bucuresti, zona Nordului",Nordului,agency,apartament,,lux,2100,3,192,195,2008,bloc de apartamente,P+5E,4,5,1,2,,2,2
30418,"Bucuresti, Sector 1, zona Arcul de Triumf",Arcul de Triumf,agency,apartament,decomandat,lux,1100,3,95,107,,bloc de apartamente,P+4E,3,4,1,2,,2,1
30419,"Bucuresti, zona Tineretului",Tineretului,agency,apartament,decomandat,1,499,2,50,54,2016,bloc de apartamente,P+8E,Parter,8,1,1,,,
30420,"Bucuresti, zona Capitale",Capitale,agency,apartament,decomandat,lux,2500,4,167,190,2012,bloc de apartamente,P+4E,3,4,1,3,1,1,
30421,"Bucuresti, zona Unirii",Unirii,agency,apartament,decomandat,lux,475,2,70,76,2005,bloc de apartamente,P+8E,2,8,1,1,,,3
30422,"Bucuresti, Sector 3, zona Unirii",Unirii,agency,apartament,decomandat,1,499,2,72,72,1980,bloc de apartamente,P+9E,6,9,1,1,,,1
30423,"Bucuresti, Sector 1, zona Kogalniceanu",Kogalniceanu,agency,apartament,decomandat,1,299,1,30,40,1955,bloc de apartamente,S+P+6E,2,6,1,1,,,1
30424,"Bucuresti, zona Parcul Carol",Parcul Carol,agency,apartament,decomandat,lux,839,3,110,125,2008,bloc de apartamente,P+5E,3,5,1,2,,1,1
30425,"Bucuresti, zona Regina Elisabeta",Regina Elisabeta,agency,apartament,decomandat,1,300,1,30,30,1965,bloc de apartamente,P+7E,3,7,,1,,,
30426,"Bucuresti, zona Grozavesti",Grozavesti,agency,apartament,decomandat,lux,550,2,61,66,2020,bloc de apartamente,D+P+11E,6,11,1,1,,1,1
30427,"Bucuresti, Sector 5, zona Panduri",Panduri,agency,apartament,decomandat,1,330,2,65,73,1984,bloc de apartamente,P+4E,1,4,1,1,,,2
30428,"Bucuresti, Sector 1, zona Romana",Romana,agency,apartament,semidecomandat,1,650,4,128,140,1940,bloc de apartamente,P+6E,3,6,1,2,,,1
30429,"Bucuresti, zona Unirii",Unirii,agency,apartament,decomandat,1,700,3,79,85,1990,bloc de apartamente,P+8E,6,8,,2,,,2
30430,"Bucuresti, zona Unirii",Unirii,agency,apartament,semidecomandat,1,500,4,102,110,1985,bloc de apartamente,P+8E,1,8,1,2,,,2
30501,"Bucuresti, zona Vitan Mall",Vitan Mall,agency,apartament,decomandat,lux,500,2,60,63,2011,bloc de apartamente,P+17E,2,17,1,1,,,1
30502,"Bucuresti, Sector 1, zona Kiseleff",Kiseleff,agency,apartament,decomandat,lux,2200,3,130,150,2010,bloc de apartamente,P+4E,1,4,1,3,,,1
30503,"Bucuresti, zona Grozavesti",Grozavesti,agency,apartament,decomandat,lux,480,2,58,62,2019,bloc de apartamente,P+11E,9,11,1,1,,1,1
30504,"Bucuresti, zona Gorjului",Gorjului,agency,apartament,decomandat,1,420,3,63,70,1980,bloc de apartamente,P+8E,3,8,,1,,,1
30505,"Bucuresti, zona Baneasa",Baneasa,agency,apartament,semidecomandat,lux,850,2,80,95,2015,bloc de apartamente,P+12E,11,12,1,1,1,1,
30506,"Bucuresti, zona Romana",Romana,agency,apartament,decomandat,1,330,1,30,34,1960,bloc de apartamente,P+4E,1,4,,1,,,
30507,"Bucuresti, zona Baneasa",Baneasa,agency,apartament,semidecomandat,1,1000,4,100,110,2016,bloc de apartamente,P+5E,Parter,5,1,3,,2,1
30508,"Bucuresti, zona Aparatorii Patriei",Aparatorii Patriei,agency,apartament,decomandat,1,250,1,40,40,1984,bloc de apartamente,P+8E,Parter,8,1,1,,,
30509,"Bucuresti, Sector 1, zona Primaverii",Primaverii,agency,apartament,decomandat,1,2000,4,150,181,2008,bloc de apartamente,P+4E,3,4,1,3,,,1
30510,"Bucuresti, zona Tei",Tei,agency,apartament,decomandat,1,630,2,60,70,,bloc de apartamente,P+10E,8,10,,1,,,
30511,"Bucuresti, zona Aviatorilor",Aviatorilor,agency,apartament,decomandat,lux,1500,4,146,172,2013,bloc de apartamente,P+6E,4,6,1,2,,1,1
30512,"Bucuresti, zona Drumul Taberei",Drumul Taberei,agency,apartament,decomandat,1,350,2,55,60,1990,bloc de apartamente,P+9E,4,9,1,1,,1,
30513,"Bucuresti, zona Obor",Obor,agency,apartament,semidecomandat,1,389,3,70,73,1970,bloc de apartamente,P+9E,5,9,1,1,,,1
30514,"Bucuresti, zona Unirii",Unirii,agency,apartament,decomandat,1,600,3,85,110,2000,bloc de apartamente,P+8E,4,8,1,2,,,4
30515,"Bucuresti, zona Floreasca",Floreasca,agency,apartament,semidecomandat,lux,1150,3,90,105,2009,bloc de apartamente,P+5E,1,5,1,2,1,,3
30516,"Bucuresti, Sector 1, zona Herastrau",Herastrau,agency,apartament,semidecomandat,lux,999,2,62,70,2015,bloc de apartamente,P+10E,7,10,1,1,1,1,1
30517,"Bucuresti, zona Militari",Militari,agency,apartament,decomandat,1,250,1,30,35,2018,bloc de apartamente,P+7E,3,7,1,1,,,1
30518,"Bucuresti, zona Cotroceni",Cotroceni,agency,apartament,decomandat,1,500,3,80,82,1941,casa/vila,P+2E,Demisol,2,1,1,,,1
30519,"Bucuresti, zona Stefan cel Mare",Stefan cel Mare,agency,apartament,decomandat,1,395,2,54,61,1980,bloc de apartamente,P+8E,2,8,1,1,,,1
30520,"Bucuresti, Sector 2, zona Mosilor",Mosilor,agency,apartament,circular,1,400,3,64,64,1940,bloc de apartamente,P+3E,Demisol,3,1,1,,,
30521,"Bucuresti, Sector 3, zona Nicolae Grigorescu",Nicolae Grigorescu,agency,apartament,semidecomandat,lux,350,2,50,55,2018,bloc de apartamente,P+1E+M,Mansarda,1,1,1,,,1
30522,"Bucuresti, zona Baba Novac",Baba Novac,agency,apartament,decomandat,1,380,2,55,58,1970,bloc de apartamente,P+10E,1,10,1,1,,,1
30523,"Bucuresti, zona Lujerului",Lujerului,agency,apartament,decomandat,1,310,1,44,48,,bloc de apartamente,P+10E,4,10,,1,,,
30524,"Bucuresti, zona Decebal",Decebal,agency,apartament,decomandat,1,289,1,40,43,1990,bloc de apartamente,P+8E,7,8,1,1,,1,1
30525,"Bucuresti, zona Berceni",Berceni,agency,apartament,decomandat,1,200,1,32,,1982,bloc de apartamente,P+10E,Parter,10,1,1,,,
30526,"Bucuresti, zona Cantemir",Cantemir,agency,apartament,semidecomandat,1,499,2,56,60,1988,bloc de apartamente,P+8E,7,8,1,1,,1,1
30527,"Bucuresti, Sector 1, zona Romana",Romana,agency,apartament,decomandat,lux,750,3,58,75,,bloc de apartamente,P+9E,9,9,1,1,,,
30528,"Bucuresti, zona Pipera",Pipera,agency,apartament,decomandat,1,630,3,80,80,2019,bloc de apartamente,P+9E,3,9,1,2,,,
30529,"Bucuresti, zona Camil Ressu",Camil Ressu,agency,apartament,semidecomandat,1,350,2,51,55,,bloc de apartamente,P+10E,6,10,,1,,,
30530,"Bucuresti, zona Dorobanti",Dorobanti,agency,apartament,decomandat,lux,600,2,60,65,1980,bloc de apartamente,P+7E,2,7,1,1,,,1
30601,"Bucuresti, zona Tei",Tei,agency,apartament,semidecomandat,1,280,1,35,,1984,bloc de apartamente,P+10E,8,10,1,1,,1,1
30602,"Bucuresti, zona Nerva Traian",Nerva Traian,agency,apartament,decomandat,1,500,3,80,88,1990,bloc de apartamente,P+8E,4,8,,2,,,1
30603,"Bucuresti, zona Nordului",Nordului,agency,apartament,,,900,2,55,,2019,bloc de apartamente,P+9E,3,9,,1,,,
30604,"Bucuresti, zona Oltenitei",Oltenitei,agency,apartament,decomandat,lux,330,2,62,67,,bloc de apartamente,P+5E,2,5,,1,,,
30605,"Bucuresti, zona Victoriei",Victoriei,agency,apartament,decomandat,1,450,2,57,57,1970,bloc de apartamente,P+3E,Parter,3,,1,,,
30606,"Bucuresti, zona 1 Mai",1 Mai,agency,apartament,decomandat,3,550,3,86,89,1984,bloc de apartamente,P+10E,6,10,1,1,,1,1
30607,"Bucuresti, zona Berceni",Berceni,agency,apartament,semidecomandat,1,400,3,80,85,1978,bloc de apartamente,P+4E,2,4,1,1,,,1
30608,"Bucuresti, zona Pacii",Pacii,agency,apartament,decomandat,1,360,2,52,55,2013,bloc de apartamente,P+6E,2,6,1,1,,,1
30609,"Bucuresti, zona Alexandriei",Alexandriei,agency,apartament,decomandat,1,500,3,89,120,1950,casa/vila,P+1E+M,1,1,1,1,1,1,
30610,"Bucuresti, zona Aviatiei",Aviatiei,agency,apartament,semidecomandat,1,890,2,80,80,2012,bloc de apartamente,P+16E,5,16,1,2,,,1
30612,"Bucuresti, zona Dorobanti",Dorobanti,agency,apartament,decomandat,lux,900,3,160,180,2004,bloc de apartamente,P+5E,2,5,1,2,,1,2
30613,"Bucuresti, zona Nerva Traian",Nerva Traian,agency,apartament,decomandat,1,290,1,36,39,1989,bloc de apartamente,P+8E,Parter,8,1,1,,,
30614,"Bucuresti, zona Floreasca",Floreasca,agency,apartament,semidecomandat,lux,1350,3,95,165,2014,bloc de apartamente,P+4E,Parter,4,1,2,1,1,
30615,"Bucuresti, Sector 6, zona Grozavesti",Grozavesti,agency,apartament,semidecomandat,1,500,2,60,65,2010,bloc de apartamente,P+5E,3,5,,1,,1,
30616,"Bucuresti, Sector 2, zona Doamna Ghica",Doamna Ghica,agency,apartament,decomandat,lux,450,3,75,75,,bloc de apartamente,P+9E,8,9,1,1,,,
30617,"Bucuresti, zona Calea Calarasilor",Calea Calarasilor,agency,apartament,decomandat,1,340,1,42,45,1997,bloc de apartamente,P+4E,2,4,1,1,,1,1
30618,"Bucuresti, zona Floreasca",Floreasca,agency,apartament,semidecomandat,1,490,2,50,55,2008,bloc de apartamente,P+5E,3,5,1,2,,,1
30619,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,lux,9500,5,240,375,2009,bloc de apartamente,P+6E,5,6,1,3,,2,1
30620,"Bucuresti, zona Obor",Obor,agency,apartament,decomandat,1,500,3,67,75,1985,bloc de apartamente,P+10E,7,10,,1,,,3
30621,"Bucuresti, zona Banu Manta",Banu Manta,agency,apartament,semidecomandat,1,460,2,65,67,1983,bloc de apartamente,P+8E,5,8,1,1,,,1
30622,"Bucuresti, Sector 3, zona Theodor Pallady",Theodor Pallady,agency,apartament,semidecomandat,1,285,1,27,35,2017,bloc de apartamente,P+12E,11,12,1,1,,,
30623,"Bucuresti, Sector 6, zona Lujerului",Lujerului,agency,apartament,semidecomandat,1,500,3,70,70,1975,bloc de apartamente,P+9E,8,9,1,1,,,1
30624,"Bucuresti, zona P-ta Dorobanti",P-ta Dorobanti,agency,apartament,decomandat,1,500,2,50,55,1977,bloc de apartamente,P+9E,2,9,1,1,,,1
30625,"Bucuresti, zona Victoriei",Victoriei,agency,apartament,semidecomandat,1,500,2,58,69,1940,casa/vila,P+1E+M,Parter,1,1,1,,,
30626,"Bucuresti, zona Nerva Traian",Nerva Traian,agency,apartament,decomandat,lux,370,1,39,42,1990,bloc de apartamente,P+8E,4,8,,1,,,1
30627,"Bucuresti, Sector 6, zona Lujerului",Lujerului,agency,apartament,decomandat,lux,350,1,35,37,1984,bloc de apartamente,S+P+12E,11,12,1,1,,,1
30628,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,lux,950,3,130,145,2008,bloc de apartamente,P+5E,1,5,1,2,,,
30629,"Bucuresti, zona Titan",Titan,agency,apartament,decomandat,1,380,3,65,76,1980,bloc de apartamente,P+8E,3,8,1,2,,,1
30630,"Bucuresti, Sector 1, zona Domenii",Domenii,agency,apartament,decomandat,lux,730,3,57,65,2019,bloc de apartamente,P+7E,6,7,1,1,1,1,1
30701,"Bucuresti, zona Armeneasca",Armeneasca,agency,apartament,circular,1,850,4,110,120,1940,casa/vila,D+P+3E,Parter,3,1,1,,1,1
30702,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,lux,1250,2,56,65,,bloc de apartamente,P+9E,5,9,,1,,,
30703,"Bucuresti, Sector 4, zona Rahova",Rahova,agency,apartament,decomandat,1,320,2,60,64,1984,bloc de apartamente,P+4E,Parter,4,1,1,,,1
30704,"Bucuresti, Sector 1, zona Capitale",Capitale,agency,apartament,circular,lux,1950,3,215,300,1984,bloc de apartamente,S+P+4E,2,4,1,2,,,1
30705,"Bucuresti, zona Iancului",Iancului,agency,apartament,decomandat,1,220,1,36,,1980,bloc de apartamente,P+10E,6,10,,1,,,
30706,"Bucuresti, zona Sebastian",Sebastian,agency,apartament,decomandat,1,490,3,78,78,,bloc de apartamente,P+2E,2,2,,2,,,1
30707,"Bucuresti, Sector 6, zona Lujerului",Lujerului,agency,apartament,decomandat,lux,350,1,38,38,2019,bloc de apartamente,P+11E,11,11,1,1,,,1
30708,"Bucuresti, Sector 1, zona Bucurestii Noi",Bucurestii Noi,agency,apartament,decomandat,1,429,2,57,62,2012,bloc de apartamente,P+3E,2,3,1,1,,,1
30709,"Bucuresti, zona Timpuri Noi",Timpuri Noi,agency,apartament,decomandat,1,360,2,52,57,1992,bloc de apartamente,P+10E,5,10,1,1,,,1
30710,"Bucuresti, zona Drumul Taberei",Drumul Taberei,agency,apartament,decomandat,lux,330,2,55,60,,bloc de apartamente,P+7E,6,7,1,1,,,
30711,"Bucuresti, zona Unirii",Unirii,agency,apartament,decomandat,1,530,3,85,90,,bloc de apartamente,P+12E,11,12,,1,,,
30712,"Bucuresti, zona Vitan Mall",Vitan Mall,agency,apartament,decomandat,1,350,2,63,65,2011,bloc de apartamente,P+4E,1,4,1,1,,,
30713,"Bucuresti, zona Liviu Rebreanu",Liviu Rebreanu,agency,apartament,semidecomandat,1,300,1,28,36,1965,bloc de apartamente,P+10E,5,10,1,1,,,1
30714,"Bucuresti, zona Stefan cel Mare",Stefan cel Mare,agency,apartament,decomandat,1,1000,3,122,150,2010,bloc de apartamente,P+11E,5,11,,2,2,2,1
30715,"Bucuresti, Sector 4, zona Tineretului",Tineretului,agency,apartament,decomandat,1,400,3,70,70,1985,bloc de apartamente,P+8E,2,8,,2,,,
30716,"Bucuresti, Sector 1, zona Dorobanti",Dorobanti,agency,apartament,decomandat,1,2500,4,190,220,2008,bloc de apartamente,P+4E,1,4,1,3,1,,2
30717,"Bucuresti, zona Titan",Titan,agency,apartament,decomandat,1,350,2,64,67,2012,bloc de apartamente,P+3E,2,3,1,1,,1,1
30718,"Bucuresti, zona Pantelimon",Pantelimon,agency,apartament,decomandat,1,257,1,31,34,1980,bloc de apartamente,P+10E,4,10,1,1,,,1
30719,"Bucuresti, Sector 1, zona P-ta Dorobanti",P-ta Dorobanti,agency,apartament,decomandat,lux,1800,3,120,130,2015,bloc de apartamente,P+4E,1,4,1,2,1,,1
30720,"Bucuresti, zona Militari",Militari,agency,apartament,decomandat,1,230,1,35,38,2019,bloc de apartamente,S+D+P+7E,2,7,,1,,1,
30721,"Bucuresti, zona Stefan cel Mare",Stefan cel Mare,agency,apartament,decomandat,1,1250,3,128,146,2008,bloc de apartamente,P+13E,10,13,1,2,,1,1
30722,"Bucuresti, Sector 1, zona P-ta Victoriei",P-ta Victoriei,agency,apartament,semidecomandat,1,4500,17,,,1993,bloc de apartamente,S+P+12E,8,12,2,4,,,3
30723,"Bucuresti, zona Crangasi",Crangasi,agency,apartament,decomandat,1,419,3,80,88,1978,bloc de apartamente,P+8E,4,8,,2,,,
30724,"Bucuresti, Sector 2, zona Calea Victoriei",Calea Victoriei,agency,apartament,decomandat,1,480,2,40,48,1963,bloc de apartamente,P+6E,4,6,1,1,,,1
30725,"Bucuresti, zona Stefan cel Mare",Stefan cel Mare,agency,apartament,semidecomandat,1,500,3,60,65,,bloc de apartamente,P+9E,4,9,,1,,,
30726,"Bucuresti, zona Militari",Militari,agency,apartament,semidecomandat,1,290,2,48,48,2019,bloc de apartamente,P+7E,3,7,1,1,,,1
30727,"Bucuresti, Sector 1, zona Turda",Turda,agency,apartament,decomandat,1,350,2,58,65,1984,bloc de apartamente,S+P+10E,7,10,1,1,,1,1
30728,"Bucuresti, zona Mihai Bravu",Mihai Bravu,agency,apartament,decomandat,1,500,2,68,73,2011,bloc de apartamente,P+11E,1,11,1,1,,,1
